route_id,service_id,trip_id,direction_id,block_id,shape_id,trip_type,wheelchair_accessible
2,U.632,11923189,0,263,521432,,1
2,U.632,11923190,0,237,521432,,1
2,U.632,11923191,0,239,521432,,1
2,U.632,11923192,0,241,521432,,1
2,U.632,11923193,0,243,521432,,1
2,U.632,11923194,0,244,521432,,1
2,U.632,11923195,0,245,521432,,1
2,U.632,11923196,0,247,521432,,1
2,U.632,11923197,0,249,521432,,1
2,U.632,11923198,0,251,521432,,1
2,U.632,11923199,0,253,521432,,1
2,U.632,11923200,0,255,521432,,1
2,U.632,11923201,0,257,521432,,1
2,U.632,11923202,0,259,521432,,1
2,U.632,11923203,0,261,521432,,1
2,U.632,11923204,0,263,521432,,1
2,U.632,11923205,0,234,521432,,1
2,U.632,11923206,0,236,521431,,1
2,U.632,11923207,0,241,521432,,1
2,U.632,11923208,0,242,521431,,1
2,U.632,11923209,0,244,521432,,1
2,U.632,11923210,0,246,521432,,1
2,U.632,11923211,0,248,521432,,1
2,U.632,11923212,0,249,521432,,1
2,U.632,11923213,0,252,521431,,1
2,U.632,11923214,0,254,521432,,1
2,U.632,11923215,0,256,521431,,1
2,U.632,11923216,0,257,521432,,1
2,U.632,11923217,0,258,521432,,1
2,U.632,11923218,0,260,521431,,1
2,U.632,11923219,0,262,521432,,1
2,U.632,11923220,0,234,521432,,1
2,U.632,11923221,0,236,521432,,1
2,U.632,11923222,0,238,521432,,1
2,U.632,11923223,0,240,521432,,1
2,U.632,11923224,0,242,521432,,1
2,U.632,11923225,0,246,521432,,1
2,U.632,11923226,0,248,521432,,1
2,U.632,11923227,0,250,521432,,1
2,U.632,11923228,0,252,521432,,1
2,U.632,11923229,0,254,521432,,1
2,U.632,11923230,0,256,521432,,1
2,U.632,11923231,0,257,521432,,1
2,U.632,11923232,0,258,521432,,1
2,U.632,11923233,0,260,521432,,1
2,U.632,11923234,0,262,521432,,1
2,U.632,11923235,0,234,521432,,1
2,U.632,11923236,0,236,521432,,1
2,U.632,11923237,0,238,521432,,1
2,U.632,11923238,0,240,521432,,1
2,U.632,11923239,0,246,521432,,1
2,U.632,11923240,0,248,521432,,1
2,U.632,11923241,0,250,521432,,1
2,U.632,11923242,0,252,521432,,1
2,U.632,11923243,0,254,521432,,1
2,U.632,11923244,0,256,521432,,1
2,U.632,11923245,0,258,521432,,1
2,U.632,11923246,0,260,521432,,1
2,U.632,11923247,0,262,521432,,1
2,U.632,11923248,0,238,521432,,1
2,U.632,11923249,0,240,521432,,1
2,U.632,11923250,0,250,521432,,1
2,U.632,11923251,0,252,521432,,1
2,U.632,11923252,0,256,521432,,1
2,U.632,11923253,0,260,521432,,1
2,W.632,11923254,0,235,521432,,1
2,W.632,11923255,0,239,521432,,1
2,W.632,11923256,0,243,521432,,1
2,W.632,11923257,0,247,521432,,1
2,W.632,11923258,0,251,521432,,1
2,W.632,11923259,0,253,521432,,1
2,W.632,11923260,0,257,521432,,1
2,W.632,11923261,0,259,521432,,1
2,W.632,11923262,0,263,521432,,1
2,W.632,11923263,0,265,521432,,1
2,W.632,11923264,0,235,521432,,1
2,W.632,11923265,0,237,521432,,1
2,W.632,11923266,0,239,521432,,1
2,W.632,11923267,0,241,521432,,1
2,W.632,11923268,0,243,521432,,1
2,W.632,11923269,0,245,521432,,1
2,W.632,11923270,0,247,521432,,1
2,W.632,11923271,0,249,521432,,1
2,W.632,11923272,0,251,521432,,1
2,W.632,11923273,0,253,521432,,1
2,W.632,11923274,0,257,521432,,1
2,W.632,11923275,0,259,521432,,1
2,W.632,11923276,0,261,521432,,1
2,W.632,11923277,0,263,521432,,1
2,W.632,11923278,0,265,521432,,1
2,W.632,11923279,0,235,521432,,1
2,W.632,11923280,0,237,521432,,1
2,W.632,11923281,0,239,521432,,1
2,W.632,11923282,0,241,521432,,1
2,W.632,11923283,0,243,521432,,1
2,W.632,11923284,0,245,521432,,1
2,W.632,11923285,0,247,521432,,1
2,W.632,11923286,0,249,521432,,1
2,W.632,11923287,0,251,521432,,1
2,W.632,11923288,0,252,521431,,1
2,W.632,11923289,0,255,521431,,1
2,W.632,11923290,0,258,521431,,1
2,W.632,11923291,0,261,521432,,1
2,W.632,11923292,0,136,521431,,1
2,W.632,11923293,0,265,521432,,1
2,W.632,11923294,0,234,521432,,1
2,W.632,11923295,0,236,521431,,1
2,W.632,11923296,0,238,521432,,1
2,W.632,11923297,0,241,521432,,1
2,W.632,11923298,0,242,521432,,1
2,W.632,11923299,0,245,521432,,1
2,W.632,11923300,0,246,521432,,1
2,W.632,11923301,0,249,521432,,1
2,W.632,11923302,0,250,521432,,1
2,W.632,11923303,0,252,521432,,1
2,W.632,11923304,0,255,521432,,1
2,W.632,11923305,0,258,521432,,1
2,W.632,11923306,0,261,521432,,1
2,W.632,11923307,0,136,521432,,1
2,W.632,11923308,0,264,521432,,1
2,W.632,11923309,0,234,521432,,1
2,W.632,11923310,0,134,521432,,1
2,W.632,11923311,0,266,521431,,1
2,W.632,11923312,0,236,521431,,1
2,W.632,11923313,0,238,521432,,1
2,W.632,11923314,0,240,521432,,1
2,W.632,11923315,0,242,521432,,1
2,W.632,11923316,0,244,521432,,1
2,W.632,11923317,0,246,521432,,1
2,W.632,11923318,0,248,521432,,1
2,W.632,11923319,0,250,521432,,1
2,W.632,11923320,0,254,521432,,1
2,W.632,11923321,0,256,521432,,1
2,W.632,11923322,0,258,521432,,1
2,W.632,11923323,0,260,521432,,1
2,W.632,11923324,0,262,521432,,1
2,W.632,11923325,0,264,521432,,1
2,W.632,11923326,0,234,521432,,1
2,W.632,11923327,0,266,521432,,1
2,W.632,11923328,0,238,521432,,1
2,W.632,11923329,0,240,521432,,1
2,W.632,11923330,0,242,521432,,1
2,W.632,11923331,0,244,521432,,1
2,W.632,11923332,0,246,521432,,1
2,W.632,11923333,0,248,521432,,1
2,W.632,11923334,0,250,521432,,1
2,W.632,11923335,0,254,521432,,1
2,W.632,11923336,0,256,521432,,1
2,W.632,11923337,0,260,521432,,1
2,W.632,11923338,0,262,521432,,1
2,W.632,11923339,0,264,521432,,1
2,W.632,11923340,0,266,521432,,1
2,W.632,11923341,0,240,521432,,1
2,W.632,11923342,0,244,521432,,1
2,W.632,11923343,0,248,521432,,1
2,W.632,11923344,0,254,521432,,1
2,W.632,11923345,0,256,521432,,1
2,W.632,11923346,0,260,521432,,1
2,W.632,11923347,0,262,521432,,1
2,W.632,11923348,0,266,521432,,1
2,S.632,11923620,1,235,521433,,1
2,S.632,11923621,1,237,521433,,1
2,S.632,11923622,1,243,521433,,1
2,S.632,11923623,1,245,521433,,1
2,S.632,11923624,1,247,521433,,1
2,S.632,11923625,1,251,521433,,1
2,S.632,11923626,1,253,521433,,1
2,S.632,11923627,1,255,521433,,1
2,S.632,11923628,1,259,521433,,1
2,S.632,11923629,1,235,521433,,1
2,S.632,11923630,1,263,521433,,1
2,S.632,11923631,1,237,521433,,1
2,S.632,11923632,1,241,521433,,1
2,S.632,11923633,1,243,521433,,1
2,S.632,11923634,1,244,521433,,1
2,S.632,11923635,1,245,521433,,1
2,S.632,11923636,1,247,521433,,1
2,S.632,11923637,1,249,521433,,1
2,S.632,11923638,1,251,521433,,1
2,S.632,11923639,1,253,521433,,1
2,S.632,11923640,1,255,521433,,1
2,S.632,11923641,1,259,521433,,1
2,S.632,11923642,1,235,521433,,1
2,S.632,11923643,1,263,521433,,1
2,S.632,11923644,1,237,521433,,1
2,S.632,11923645,1,239,521433,,1
2,S.632,11923646,1,241,521433,,1
2,S.632,11923647,1,243,521433,,1
2,S.632,11923648,1,244,521433,,1
2,S.632,11923649,1,245,521433,,1
2,S.632,11923650,1,247,521433,,1
2,S.632,11923651,1,249,521433,,1
2,S.632,11923652,1,251,521433,,1
2,S.632,11923653,1,253,521433,,1
2,S.632,11923654,1,255,521433,,1
2,S.632,11923655,1,257,521433,,1
2,S.632,11923656,1,259,521433,,1
2,S.632,11923657,1,261,521433,,1
2,S.632,11923658,1,263,521433,,1
2,S.632,11923659,1,234,521433,,1
2,S.632,11923660,1,239,521434,,1
2,S.632,11923661,1,241,521433,,1
2,S.632,11923662,1,243,521434,,1
2,S.632,11923663,1,244,521433,,1
2,S.632,11923664,1,246,521433,,1
2,S.632,11923665,1,248,521433,,1
2,S.632,11923666,1,249,521433,,1
2,S.632,11923667,1,251,521434,,1
2,S.632,11923668,1,254,521433,,1
2,S.632,11923669,1,255,521434,,1
2,S.632,11923670,1,257,521433,,1
2,S.632,11923671,1,258,521433,,1
2,S.632,11923672,1,261,521434,,1
2,S.632,11923673,1,262,521433,,1
2,S.632,11923674,1,234,521433,,1
2,S.632,11923675,1,236,521433,,1
2,S.632,11923676,1,238,521433,,1
2,S.632,11923677,1,240,521433,,1
2,S.632,11923678,1,242,521433,,1
2,S.632,11923679,1,246,521433,,1
2,S.632,11923680,1,248,521433,,1
2,S.632,11923681,1,250,521433,,1
2,S.632,11923682,1,252,521433,,1
2,S.632,11923683,1,254,521433,,1
2,S.632,11923684,1,256,521433,,1
2,S.632,11923685,1,257,521433,,1
2,S.632,11923686,1,258,521433,,1
2,S.632,11923687,1,260,521433,,1
2,S.632,11923688,1,262,521433,,1
2,S.632,11923689,1,234,521433,,1
2,S.632,11923690,1,236,521433,,1
2,S.632,11923691,1,238,521433,,1
2,S.632,11923692,1,240,521433,,1
2,S.632,11923693,1,246,521433,,1
2,S.632,11923694,1,248,521433,,1
2,S.632,11923695,1,250,521433,,1
2,S.632,11923696,1,252,521433,,1
2,S.632,11923697,1,254,521433,,1
2,S.632,11923698,1,256,521433,,1
2,S.632,11923699,1,258,521433,,1
2,S.632,11923700,1,260,521433,,1
2,S.632,11923701,1,262,521433,,1
2,S.632,11923702,1,238,521433,,1
2,S.632,11923703,1,240,521433,,1
2,S.632,11923704,1,250,521433,,1
2,S.632,11923705,1,252,521433,,1
2,S.632,11923706,1,256,521433,,1
2,S.632,11923707,1,260,521433,,1
2,U.632,11923708,1,235,521433,,1
2,U.632,11923709,1,237,521433,,1
2,U.632,11923710,1,243,521433,,1
2,U.632,11923711,1,245,521433,,1
2,U.632,11923712,1,247,521433,,1
2,U.632,11923713,1,251,521433,,1
2,U.632,11923714,1,253,521433,,1
2,U.632,11923715,1,255,521433,,1
2,U.632,11923716,1,259,521433,,1
2,U.632,11923717,1,235,521433,,1
2,U.632,11923718,1,263,521433,,1
2,U.632,11923719,1,237,521433,,1
2,U.632,11923720,1,241,521433,,1
2,U.632,11923721,1,243,521433,,1
2,U.632,11923722,1,244,521433,,1
2,U.632,11923723,1,245,521433,,1
2,U.632,11923724,1,247,521433,,1
2,U.632,11923725,1,249,521433,,1
2,U.632,11923726,1,251,521433,,1
2,U.632,11923727,1,253,521433,,1
2,U.632,11923728,1,255,521433,,1
2,U.632,11923729,1,259,521433,,1
2,U.632,11923730,1,235,521433,,1
2,U.632,11923731,1,263,521433,,1
2,U.632,11923732,1,237,521433,,1
2,U.632,11923733,1,239,521433,,1
2,U.632,11923734,1,241,521433,,1
2,U.632,11923735,1,243,521433,,1
2,U.632,11923736,1,244,521433,,1
2,U.632,11923737,1,245,521433,,1
2,U.632,11923738,1,247,521433,,1
2,U.632,11923739,1,249,521433,,1
2,U.632,11923740,1,251,521433,,1
2,U.632,11923741,1,253,521433,,1
2,U.632,11923742,1,255,521433,,1
2,U.632,11923743,1,257,521433,,1
2,U.632,11923744,1,259,521433,,1
2,U.632,11923745,1,261,521433,,1
2,U.632,11923746,1,263,521433,,1
2,U.632,11923747,1,234,521433,,1
2,U.632,11923748,1,239,521434,,1
2,U.632,11923749,1,241,521433,,1
2,U.632,11923750,1,243,521434,,1
2,U.632,11923751,1,244,521433,,1
2,U.632,11923752,1,246,521433,,1
2,U.632,11923753,1,248,521433,,1
2,U.632,11923754,1,249,521433,,1
2,U.632,11923755,1,251,521434,,1
2,U.632,11923756,1,254,521433,,1
2,U.632,11923757,1,255,521434,,1
2,U.632,11923758,1,257,521433,,1
2,U.632,11923759,1,258,521433,,1
2,U.632,11923760,1,261,521434,,1
2,U.632,11923761,1,262,521433,,1
2,U.632,11923762,1,234,521433,,1
2,U.632,11923763,1,236,521433,,1
2,U.632,11923764,1,238,521433,,1
2,U.632,11923765,1,240,521433,,1
2,U.632,11923766,1,242,521433,,1
2,U.632,11923767,1,246,521433,,1
2,U.632,11923768,1,248,521433,,1
2,U.632,11923769,1,250,521433,,1
2,U.632,11923770,1,252,521433,,1
2,U.632,11923771,1,254,521433,,1
2,U.632,11923772,1,256,521433,,1
2,U.632,11923773,1,257,521433,,1
2,U.632,11923774,1,258,521433,,1
2,U.632,11923775,1,260,521433,,1
2,U.632,11923776,1,262,521433,,1
2,U.632,11923777,1,234,521433,,1
2,U.632,11923778,1,236,521433,,1
2,U.632,11923779,1,238,521433,,1
2,U.632,11923780,1,240,521433,,1
2,U.632,11923781,1,246,521433,,1
2,U.632,11923782,1,248,521433,,1
2,U.632,11923783,1,250,521433,,1
2,U.632,11923784,1,252,521433,,1
2,U.632,11923785,1,254,521433,,1
2,U.632,11923786,1,256,521433,,1
2,U.632,11923787,1,258,521433,,1
2,U.632,11923788,1,260,521433,,1
2,U.632,11923789,1,262,521433,,1
2,U.632,11923790,1,238,521433,,1
2,U.632,11923791,1,240,521433,,1
2,U.632,11923792,1,250,521433,,1
2,U.632,11923793,1,252,521433,,1
2,U.632,11923794,1,256,521433,,1
2,U.632,11923795,1,260,521433,,1
2,W.632,11923796,1,235,521433,,1
2,W.632,11923797,1,239,521433,,1
2,W.632,11923798,1,243,521433,,1
2,W.632,11923799,1,247,521433,,1
2,W.632,11923800,1,251,521433,,1
2,W.632,11923801,1,253,521433,,1
2,W.632,11923802,1,257,521433,,1
2,W.632,11923803,1,259,521433,,1
2,W.632,11923804,1,263,521433,,1
2,W.632,11923805,1,265,521433,,1
2,W.632,11923806,1,235,521433,,1
2,W.632,11923807,1,135,521434,,1
2,W.632,11923808,1,237,521433,,1
2,W.632,11923809,1,239,521433,,1
2,W.632,11923810,1,241,521433,,1
2,W.632,11923811,1,243,521433,,1
2,W.632,11923812,1,245,521433,,1
2,W.632,11923813,1,247,521433,,1
2,W.632,11923814,1,249,521433,,1
2,W.632,11923815,1,251,521433,,1
2,W.632,11923816,1,253,521433,,1
2,W.632,11923817,1,257,521433,,1
2,W.632,11923818,1,259,521433,,1
2,W.632,11923819,1,261,521433,,1
2,W.632,11923820,1,263,521433,,1
2,W.632,11923821,1,265,521433,,1
2,W.632,11923822,1,235,521433,,1
2,W.632,11923823,1,237,521433,,1
2,W.632,11923824,1,239,521433,,1
2,W.632,11923825,1,241,521433,,1
2,W.632,11923826,1,243,521433,,1
2,W.632,11923827,1,245,521433,,1
2,W.632,11923828,1,247,521433,,1
2,W.632,11923829,1,249,521433,,1
2,W.632,11923830,1,251,521433,,1
2,W.632,11923831,1,253,521434,,1
2,W.632,11923832,1,257,521434,,1
2,W.632,11923833,1,259,521434,,1
2,W.632,11923834,1,261,521433,,1
2,W.632,11923835,1,263,521434,,1
2,W.632,11923836,1,265,521433,,1
2,W.632,11923837,1,234,521433,,1
2,W.632,11923838,1,237,521434,,1
2,W.632,11923839,1,238,521433,,1
2,W.632,11923840,1,241,521433,,1
2,W.632,11923841,1,242,521433,,1
2,W.632,11923842,1,245,521433,,1
2,W.632,11923843,1,246,521433,,1
2,W.632,11923844,1,249,521433,,1
2,W.632,11923845,1,250,521433,,1
2,W.632,11923846,1,252,521433,,1
2,W.632,11923847,1,255,521433,,1
2,W.632,11923848,1,258,521433,,1
2,W.632,11923849,1,261,521433,,1
2,W.632,11923850,1,136,521433,,1
2,W.632,11923851,1,264,521433,,1
2,W.632,11923852,1,234,521433,,1
2,W.632,11923853,1,134,521433,,1
2,W.632,11923854,1,236,521434,,1
2,W.632,11923855,1,238,521433,,1
2,W.632,11923856,1,240,521433,,1
2,W.632,11923857,1,242,521433,,1
2,W.632,11923858,1,244,521433,,1
2,W.632,11923859,1,246,521433,,1
2,W.632,11923860,1,248,521433,,1
2,W.632,11923861,1,250,521433,,1
2,W.632,11923862,1,254,521433,,1
2,W.632,11923863,1,256,521433,,1
2,W.632,11923864,1,258,521433,,1
2,W.632,11923865,1,260,521433,,1
2,W.632,11923866,1,262,521433,,1
2,W.632,11923867,1,264,521433,,1
2,W.632,11923868,1,234,521433,,1
2,W.632,11923869,1,266,521433,,1
2,W.632,11923870,1,238,521433,,1
2,W.632,11923871,1,240,521433,,1
2,W.632,11923872,1,242,521433,,1
2,W.632,11923873,1,244,521433,,1
2,W.632,11923874,1,246,521433,,1
2,W.632,11923875,1,248,521433,,1
2,W.632,11923876,1,250,521433,,1
2,W.632,11923877,1,254,521433,,1
2,W.632,11923878,1,256,521433,,1
2,W.632,11923879,1,260,521433,,1
2,W.632,11923880,1,262,521433,,1
2,W.632,11923881,1,264,521433,,1
2,W.632,11923882,1,266,521433,,1
2,W.632,11923883,1,240,521433,,1
2,W.632,11923884,1,244,521433,,1
2,W.632,11923885,1,248,521433,,1
2,W.632,11923886,1,254,521433,,1
2,W.632,11923887,1,256,521433,,1
2,W.632,11923888,1,260,521433,,1
2,W.632,11923889,1,262,521433,,1
2,W.632,11923890,1,266,521433,,1
2,M.634,12000360,0,235,523142,,1
2,M.634,12000361,0,237,523142,,1
2,M.634,12000362,0,243,523142,,1
2,M.634,12000363,0,245,523142,,1
2,M.634,12000364,0,247,523142,,1
2,M.634,12000365,0,251,523142,,1
2,M.634,12000366,0,253,523142,,1
2,M.634,12000367,0,255,523142,,1
2,M.634,12000368,0,259,523142,,1
2,M.634,12000369,0,235,523142,,1
2,M.634,12000370,0,263,523142,,1
2,M.634,12000371,0,237,523142,,1
2,M.634,12000372,0,241,523142,,1
2,M.634,12000373,0,243,523142,,1
2,M.634,12000374,0,244,523142,,1
2,M.634,12000375,0,245,523142,,1
2,M.634,12000376,0,247,523142,,1
2,M.634,12000377,0,249,523142,,1
2,M.634,12000378,0,251,523142,,1
2,M.634,12000379,0,253,523142,,1
2,M.634,12000380,0,255,523142,,1
2,M.634,12000381,0,259,523142,,1
2,M.634,12000382,0,235,523142,,1
2,M.634,12000383,0,263,523142,,1
2,M.634,12000384,0,237,523142,,1
2,M.634,12000385,0,239,523142,,1
2,M.634,12000386,0,241,523142,,1
2,M.634,12000387,0,243,523142,,1
2,M.634,12000388,0,244,523142,,1
2,M.634,12000389,0,245,523142,,1
2,M.634,12000390,0,247,523142,,1
2,M.634,12000391,0,249,523142,,1
2,M.634,12000392,0,251,523142,,1
2,M.634,12000393,0,253,523142,,1
2,M.634,12000394,0,255,523142,,1
2,M.634,12000395,0,257,523142,,1
2,M.634,12000396,0,259,523142,,1
2,M.634,12000397,0,261,523142,,1
2,M.634,12000398,0,263,523142,,1
2,M.634,12000399,0,234,523142,,1
2,M.634,12000400,0,236,523141,,1
2,M.634,12000401,0,241,523142,,1
2,M.634,12000402,0,242,523141,,1
2,M.634,12000403,0,244,523142,,1
2,M.634,12000404,0,246,523142,,1
2,M.634,12000405,0,248,523142,,1
2,M.634,12000406,0,249,523142,,1
2,M.634,12000407,0,252,523141,,1
2,M.634,12000408,0,254,523142,,1
2,M.634,12000409,0,256,523141,,1
2,M.634,12000410,0,257,523142,,1
2,M.634,12000411,0,258,523142,,1
2,M.634,12000412,0,260,523141,,1
2,M.634,12000413,0,262,523142,,1
2,M.634,12000414,0,234,523142,,1
2,M.634,12000415,0,236,523142,,1
2,M.634,12000416,0,238,523142,,1
2,M.634,12000417,0,240,523142,,1
2,M.634,12000418,0,242,523142,,1
2,M.634,12000419,0,246,523142,,1
2,M.634,12000420,0,248,523142,,1
2,M.634,12000421,0,250,523142,,1
2,M.634,12000422,0,252,523142,,1
2,M.634,12000423,0,254,523142,,1
2,M.634,12000424,0,256,523142,,1
2,M.634,12000425,0,257,523142,,1
2,M.634,12000426,0,258,523142,,1
2,M.634,12000427,0,260,523142,,1
2,M.634,12000428,0,262,523142,,1
2,M.634,12000429,0,234,523142,,1
2,M.634,12000430,0,236,523142,,1
2,M.634,12000431,0,238,523142,,1
2,M.634,12000432,0,240,523142,,1
2,M.634,12000433,0,246,523142,,1
2,M.634,12000434,0,248,523142,,1
2,M.634,12000435,0,250,523142,,1
2,M.634,12000436,0,252,523142,,1
2,M.634,12000437,0,254,523142,,1
2,M.634,12000438,0,256,523142,,1
2,M.634,12000439,0,258,523142,,1
2,M.634,12000440,0,260,523142,,1
2,M.634,12000441,0,262,523142,,1
2,M.634,12000442,0,238,523142,,1
2,M.634,12000443,0,240,523142,,1
2,M.634,12000444,0,250,523142,,1
2,M.634,12000445,0,252,523142,,1
2,M.634,12000446,0,256,523142,,1
2,M.634,12000447,0,260,523142,,1
2,S.634,12000448,0,235,523142,,1
2,S.634,12000449,0,237,523142,,1
2,S.634,12000450,0,243,523142,,1
2,S.634,12000451,0,245,523142,,1
2,S.634,12000452,0,247,523142,,1
2,S.634,12000453,0,251,523142,,1
2,S.634,12000454,0,253,523142,,1
2,S.634,12000455,0,255,523142,,1
2,S.634,12000456,0,259,523142,,1
2,S.634,12000457,0,235,523142,,1
2,S.634,12000458,0,263,523142,,1
2,S.634,12000459,0,237,523142,,1
2,S.634,12000460,0,241,523142,,1
2,S.634,12000461,0,243,523142,,1
2,S.634,12000462,0,244,523142,,1
2,S.634,12000463,0,245,523142,,1
2,S.634,12000464,0,247,523142,,1
2,S.634,12000465,0,249,523142,,1
2,S.634,12000466,0,251,523142,,1
2,S.634,12000467,0,253,523142,,1
2,S.634,12000468,0,255,523142,,1
2,S.634,12000469,0,259,523142,,1
2,S.634,12000470,0,235,523142,,1
2,S.634,12000471,0,263,523142,,1
2,S.634,12000472,0,237,523142,,1
2,S.634,12000473,0,239,523142,,1
2,S.634,12000474,0,241,523142,,1
2,S.634,12000475,0,243,523142,,1
2,S.634,12000476,0,244,523142,,1
2,S.634,12000477,0,245,523142,,1
2,S.634,12000478,0,247,523142,,1
2,S.634,12000479,0,249,523142,,1
2,S.634,12000480,0,251,523142,,1
2,S.634,12000481,0,253,523142,,1
2,S.634,12000482,0,255,523142,,1
2,S.634,12000483,0,257,523142,,1
2,S.634,12000484,0,259,523142,,1
2,S.634,12000485,0,261,523142,,1
2,S.634,12000486,0,263,523142,,1
2,S.634,12000487,0,234,523142,,1
2,S.634,12000488,0,236,523141,,1
2,S.634,12000489,0,241,523142,,1
2,S.634,12000490,0,242,523141,,1
2,S.634,12000491,0,244,523142,,1
2,S.634,12000492,0,246,523142,,1
2,S.634,12000493,0,248,523142,,1
2,S.634,12000494,0,249,523142,,1
2,S.634,12000495,0,252,523141,,1
2,S.634,12000496,0,254,523142,,1
